COMPOUND,DOSE,ID,DV,TIME,TIME_UNIT,EVID,CENS,AMT,TINF,WT,UNIT,YTYPE,YDESC,MDV,STUDYID,SPECIES,SEX,SUBJECT_GROUP,STUDYID,DOSE_GROUP
DemoDrug,125000,3,9.93604867203635E+00,0,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,2.81138426511588E+01,0.5,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,7.71617083583060E+01,1,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,9.61794775326491E+02,2,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,8.05879836714037E+04,4,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,8.64034235947999E+06,6,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,3.16661782878086E+08,8,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,6.04378428087699E+08,10,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,4.62925756288581E+08,12,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,4.73324021669531E+08,14,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,4.34881781720332E+08,16,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,4.92451319682292E+08,18,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,4.72128083833717E+08,20,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
DemoDrug,125000,3,4.53868190290022E+08,22,h,0,0,.,.,0.2,1,1,DemoDrug Concentration,0,DEMO,Rat,Male,.,.,.
